lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/higgs/images/smparticles.png" - 50.27.60.103 - - [25/Oct/2016:00:04:21 +0100] "GET /higgs/images/smparticles.png HTTP/1.1" 200 111805 "http://www.bing.com/images/search?q=higgs+boson+chart&view=detailv2&&id=AD3DFC75F908B8E973FE421F617AFD7DF1CC7646&selectedIndex=20&ccid=iF69pGCq&simid=608011578962020766&thid=OIP.M885ebda460aa2f110c0c2ad4ee57fd7co0&mode=overlay" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36" 15380 159773 (- -)
www.lppp.lancs.ac.uk "/export/depts/vhosts/www.lppp.lancs.ac.uk/higgs/index.html" 201.9.170.0 66.102.8.211 - - [25/Oct/2016:00:12:32 +0100] "GET /higgs/ HTTP/1.1" 200 8897 "https://www.google.com.br/search?noj=1&tch=6&ar=0&client=ms-android-samsung&hl=pt-BR&oe=utf-8&safe=images&gcc=br&ctzn=America%2FBelem&ctf=1&v=6.5.35.16.arm&fheit=0&biw=320&bih=401&padt=200&padb=427&ntyp=1&ram_mb=666&wf=pp1&gs_lp=EhBxc2ItYW5kcm9pZC1hc2JsGgQQABgAIgMjIyMqCQgAEAAg6AcoATIJCAAQACDoBygBMgkIARAAINkEKAEyCQgCEAAg2AQoATILCAMQABgKIKcEKAEyCQgEEAAgpgQoAUAASO-dA1DtEVjpG2AEaANwAXgAgAEAiAEDkAEAmAGFEKAB9S2qAQU4LTFqMrABALgBAcgBANIBP2owajBqMGpqampqajU0OTY0ajBqMGoxamoxMTU1ampqamotMWoxajFqMGowajBqMGowajBqajBqMGoxajVqNfgBAZACAJgCBKAC0zioAgOwAgG4AgDCAgYQIxgnKAHCAgcQABiDASgBwgIGEAAYQygB0gILeVpnaVpxVmszdGPgAgDoAgDwAgD4AgCAAwCIAwCQA7IBmAPMCaAD1Qo&source=launcher-search&entrypoint=android-search-now-entry&devloc=0&ampcct=7&qsubts=1477350656996&q=lppp" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 19780 670 (- -)
www.lppp.lancs.ac.uk "/export/depts/vhosts/www.lppp.lancs.ac.uk/javascript/SessionManagement.js" 201.9.170.0 66.249.83.137 - - [25/Oct/2016:00:12:32 +0100] "GET /javascript/SessionManagement.js HTTP/1.1" 200 2017 "http://www.lppp.lancs.ac.uk/higgs/" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 19733 905 (- -)
www.lppp.lancs.ac.uk "/export/depts/vhosts/www.lppp.lancs.ac.uk/css/lppp800.css" 201.9.170.0 66.249.83.137 - - [25/Oct/2016:00:12:32 +0100] "GET /css/lppp800.css HTTP/1.1" 200 6162 "http://www.lppp.lancs.ac.uk/higgs/" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 19733 505 (- -)
www.lppp.lancs.ac.uk "/export/depts/vhosts/www.lppp.lancs.ac.uk/javascript/popin.js" 201.9.170.0 66.249.83.133 - - [25/Oct/2016:00:12:32 +0100] "GET /javascript/popin.js HTTP/1.1" 200 1295 "http://www.lppp.lancs.ac.uk/higgs/" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 17871 648 (- -)
www.lppp.lancs.ac.uk "/export/depts/vhosts/www.lppp.lancs.ac.uk/javascript/GenerateModeList.js" 201.9.170.0 66.249.83.133 - - [25/Oct/2016:00:12:32 +0100] "GET /javascript/GenerateModeList.js HTTP/1.1" 200 2560 "http://www.lppp.lancs.ac.uk/higgs/" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 19215 671 (- -)
www.lppp.lancs.ac.uk "/export/depts/vhosts/www.lppp.lancs.ac.uk/images/logo.gif" 201.9.170.0 66.249.83.135 - - [25/Oct/2016:00:12:32 +0100] "GET /images/logo.gif HTTP/1.1" 200 978 "http://www.lppp.lancs.ac.uk/higgs/" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 19466 805 (- -)
www.lppp.lancs.ac.uk "/export/depts/vhosts/www.lppp.lancs.ac.uk/higgs/images/ImageRight2.jpg" 201.9.170.0 66.249.83.137 - - [25/Oct/2016:00:12:32 +0100] "GET /higgs/images/ImageRight2.jpg HTTP/1.1" 200 10219 "http://www.lppp.lancs.ac.uk/higgs/" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 19000 945 (- -)
www.lppp.lancs.ac.uk "/export/depts/vhosts/www.lppp.lancs.ac.uk/higgs/images/cern1.jpg" 201.9.170.0 66.249.83.133 - - [25/Oct/2016:00:12:32 +0100] "GET /higgs/images/cern1.jpg HTTP/1.1" 200 10709 "http://www.lppp.lancs.ac.uk/higgs/" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 19723 927 (- -)
www.lppp.lancs.ac.uk "/export/depts/vhosts/www.lppp.lancs.ac.uk/higgs/images/ImageLeft.jpg" 201.9.170.0 66.249.83.133 - - [25/Oct/2016:00:12:32 +0100] "GET /higgs/images/ImageLeft.jpg HTTP/1.1" 200 4712 "http://www.lppp.lancs.ac.uk/higgs/" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 19734 1024 (- -)
www.lppp.lancs.ac.uk "/export/depts/vhosts/www.lppp.lancs.ac.uk/higgs/images/bigmach2.jpg" 201.9.170.0 66.249.83.135 - - [25/Oct/2016:00:12:33 +0100] "GET /higgs/images/bigmach2.jpg HTTP/1.1" 200 15063 "http://www.lppp.lancs.ac.uk/higgs/" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 19813 1046 (- -)
